variant,trial_id,observed_rate,prior_mean,abs_error,coverage_95,interval_width
Diffusion Kernel,benefit_isard,0.2592592592592592,0.4905677984645314,0.23130853920527222,1,0.8125541433691978
Diffusion Kernel,benefit_isavrd,0.5333333333333333,0.4840920351889627,0.049241298144370615,1,0.8126754909753799
Diffusion Kernel,cassiopeia_dvtd,0.6390423572744015,0.4891748955695887,0.1498674617048128,1,0.8115139454603195
Diffusion Kernel,cassiopeia_vtd,0.4391143911439114,0.4922324784568914,0.05311808731298001,1,0.8117783814668655
Diffusion Kernel,cepheus_dvrd,0.6091370558375635,0.4826112350418805,0.12652582079568298,1,0.8126390874385834
Diffusion Kernel,cepheus_vrd,0.3888888888888889,0.485820397960244,0.09693150907135512,1,0.8128937259316444
Diffusion Kernel,derman_dakrd,0.6190476190476191,0.48551857476899496,0.1335290442786241,1,0.812216266989708
Diffusion Kernel,determination_vrd,0.3977591036414565,0.4896363467618834,0.09187724312042689,1,0.8122982084751129
Diffusion Kernel,determination_vrd_asct,0.5452054794520548,0.48913840430967803,0.05606707514237674,1,0.8117386028170586
Diffusion Kernel,elokrd,0.5777777777777777,0.4847066884961003,0.0930710892816774,1,0.8124476224184036
Diffusion Kernel,endurance_krd,0.1026615969581749,0.4962107173764037,0.3935491204182288,1,0.8122198805212975
Diffusion Kernel,endurance_vrd,0.0721062618595825,0.4956101771733117,0.4235039153137292,1,0.8046417087316513
Diffusion Kernel,forte_krd12,0.5569620253164557,0.4869218953425024,0.07004012997395326,1,0.8120237812399864
Diffusion Kernel,forte_krd_asct,0.5822784810126582,0.4895726206081882,0.09270586040447004,1,0.811439611017704
Diffusion Kernel,gmmg_concept_isakrd,0.6767676767676768,0.4902580251655086,0.1865096516021682,1,0.8110408112406731
Diffusion Kernel,gmmghd7_isavrd,0.5,0.49207258620520433,0.007927413794795668,1,0.8115203753113747
Diffusion Kernel,gmmghd7_vrd,0.3606060606060606,0.49379462700297805,0.13318856639691745,1,0.811745896935463
Diffusion Kernel,griffin_dvrd,0.6442307692307693,0.48888653406849447,0.1553442351622748,1,0.8114860132336617
Diffusion Kernel,griffin_vrd,0.3009708737864077,0.4952664609572825,0.1942955871708748,1,0.8117519170045853
Diffusion Kernel,ifm2009_vrd_asct,0.6285714285714286,0.48694051044797215,0.1416309181234564,1,0.811751551926136
Diffusion Kernel,ifm2009_vrd_noasct,0.4885714285714285,0.48725478350663226,0.0013166450647962291,1,0.812310017645359
Diffusion Kernel,ifm201804_dakrd,0.62,0.4911425582222074,0.12885744177779257,1,0.8111881464719772
Diffusion Kernel,iskia_isakrd,0.7880794701986755,0.4861746764732432,0.30190479372543233,1,0.8111183941364288
Diffusion Kernel,iskia_krd,0.6291390728476821,0.48846723991004576,0.14067183293763635,1,0.8114316016435623
Diffusion Kernel,maia_drd,0.3206521739130434,0.4895036056796377,0.16885143176659428,1,0.812506876885891
Diffusion Kernel,maia_rd,0.1111111111111111,0.4924375739918628,0.38132646288075167,1,0.8126461431384087
Diffusion Kernel,manhattan,0.7073170731707317,0.4839539899234665,0.22336308324726517,1,0.8119630813598633
Diffusion Kernel,master,0.7073170731707317,0.4888764911928623,0.21844058197786936,1,0.8111837208271027
