trial_id,observed_rate,n,y,prior_mean,abs_error,coverage_95,interval_lower,interval_upper,interval_width,log_pred_score,ess,method
ifm2009_vrd_asct,0.6285714285714286,350,220,0.5,0.12857142857142856,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.860786223466107,2.000000000000001,Uniform
ifm2009_vrd_asct,0.6285714285714286,350,220,0.43205071174377224,0.19652071682765632,0,0.42182720825076103,0.4423028491437435,0.020475640892982483,-29.38346421099959,8991.99999999937,Pooled
ifm2009_vrd_asct,0.6285714285714286,350,220,0.483335189784916,0.14523623878651254,1,0.0626244954764843,0.8752748109400272,0.8126503154635429,-5.074273161884143,4.171761893597601,EqualWeight
ifm2009_vrd_asct,0.6285714285714286,350,220,0.47047081823614556,0.158100610335283,1,0.10356131568551064,0.8829945586621761,0.7794332429766655,-5.528479089003909,5.521987782773172,rMAP
ifm2009_vrd_noasct,0.4885714285714285,350,171,0.5,0.01142857142857151,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.860786223465993,2.000000000000001,Uniform
ifm2009_vrd_noasct,0.4885714285714285,350,171,0.4375,0.05107142857142849,0,0.42726052924990654,0.4477658085525036,0.020505279302597046,-4.947457052718164,8992.000000002145,Pooled
ifm2009_vrd_noasct,0.4885714285714285,350,171,0.48659669240576636,0.0019747361656621276,1,0.0626244954764843,0.8752748109400272,0.8126503154635429,-5.622892779304947,4.123446996027813,EqualWeight
ifm2009_vrd_noasct,0.4885714285714285,350,171,0.4736363566170384,0.014935071954390089,1,0.10314452275633812,0.884388130158186,0.7812436074018478,-5.202727014363699,5.439887535771418,rMAP
ifm201804_dakrd,0.62,50,31,0.5,0.12,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-3.9318256327243333,2.000000000000001,Uniform
ifm201804_dakrd,0.62,50,31,0.4384416702539819,0.1815583297460181,0,0.4283660240471363,0.44854241237044334,0.020176388323307037,-5.463490308039582,9291.99999999882,Pooled
ifm201804_dakrd,0.62,50,31,0.4836155151671634,0.1363844848328366,1,0.0626244954764843,0.8752746619284153,0.812650166451931,-3.2791801814272223,4.172026985147468,EqualWeight
ifm201804_dakrd,0.62,50,31,0.47096553885806103,0.14903446114193897,1,0.10444135591387749,0.8826245851814747,0.7781832292675972,-3.5667504103188894,5.573292846612856,rMAP
iskia_isakrd,0.7880794701986755,151,119,0.5,0.2880794701986755,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.0238805208460775,2.000000000000001,Uniform
iskia_isakrd,0.7880794701986755,151,119,0.43368512675443366,0.35439434344424187,0,0.42356787249445915,0.4438297189772129,0.020261846482753754,-41.54397404600604,9191.000000003181,Pooled
iskia_isakrd,0.7880794701986755,151,119,0.4796407125764438,0.3084387576222317,1,0.0626244954764843,0.8751582242548466,0.8125337287783623,-5.6562672518130945,4.352523255994538,EqualWeight
iskia_isakrd,0.7880794701986755,151,119,0.4664003761006372,0.3216790940980383,1,0.10444062575697899,0.8812097497284412,0.7767691239714622,-5.69139477487429,5.651339913649623,rMAP
iskia_krd,0.6291390728476821,151,95,0.5,0.1291390728476821,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.023880520846106,2.000000000000001,Uniform
iskia_krd,0.6291390728476821,151,95,0.4362963768904363,0.1928426959572458,0,0.42617158219218254,0.4464474283158779,0.020275846123695374,-13.851853040080641,9190.999999998952,Pooled
iskia_krd,0.6291390728476821,151,95,0.4833316006963977,0.14580747215128442,1,0.0626244954764843,0.8752748109400272,0.8126503154635429,-4.287059437014671,4.172793248748852,EqualWeight
iskia_krd,0.6291390728476821,151,95,0.47050758927457703,0.15863148357310508,1,0.10405831411480904,0.882704634219408,0.778646320104599,-4.692758714588948,5.554972324653852,rMAP
maia_drd,0.3206521739130434,368,118,0.5,0.1793478260869566,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.910796644040602,2.000000000000001,Uniform
maia_drd,0.3206521739130434,368,118,0.4442834856251393,0.1236313117120959,0,0.4340156204998493,0.4545748718082905,0.020559251308441162,-14.419927036033187,8973.999999995518,Pooled
