trial_id,observed_rate,n,y,prior_mean,abs_error,coverage_95,interval_lower,interval_upper,interval_width,log_pred_score,ess,method
maia_drd,0.3206521739130434,368,118,0.49050861447119176,0.16985644055814836,1,0.0626244954764843,0.8752748109400272,0.8126503154635429,-5.866017616146889,4.194066635442727,EqualWeight
maia_drd,0.3206521739130434,368,118,0.4772964762008317,0.1566443022877883,1,0.10565142706036568,0.8840440697968006,0.7783926427364349,-5.467180109888743,5.547303318697932,rMAP
maia_rd,0.1111111111111111,369,41,0.5,0.3888888888888889,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.9135030056381765,2.000000000000001,Uniform
maia_rd,0.1111111111111111,369,41,0.4529142984509083,0.3418031873397972,0,0.44262558594346046,0.4632228948175907,0.02059730887413025,-100.88194538996504,8972.999999995882,Pooled
maia_rd,0.1111111111111111,369,41,0.4953901767962222,0.3842790656851111,1,0.06269333139061928,0.8752748109400272,0.812581479549408,-6.187756860960407,4.500028614696737,EqualWeight
maia_rd,0.1111111111111111,369,41,0.48389481675550905,0.37278370564439794,0,0.1120932437479496,0.8818316422402859,0.7697383984923363,-7.108364031890092,5.9312171221567365,rMAP
manhattan,0.7073170731707317,41,29,0.5,0.20731707317073167,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-3.7376696182833733,2.000000000000001,Uniform
manhattan,0.7073170731707317,41,29,0.43823244812385764,0.269084625046874,0,0.42816224321722984,0.44832781329751015,0.020165570080280304,-8.031251978731234,9301.000000000324,Pooled
manhattan,0.7073170731707317,41,29,0.48167928450316255,0.22563778866756912,1,0.0626244954764843,0.8751215748488903,0.812497079372406,-3.4099948152782535,4.244611425785461,EqualWeight
manhattan,0.7073170731707317,41,29,0.46929952201108327,0.2380175511596484,1,0.1041809655725956,0.8822384066879749,0.7780574411153793,-3.7501346578094577,5.584040829440106,rMAP
master,0.7073170731707317,123,87,0.5,0.20731707317073167,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-4.8202815656050575,2.000000000000001,Uniform
master,0.7073170731707317,123,87,0.43583902809415337,0.2714780450765783,0,0.4257308952510357,0.44597352668643,0.020242631435394287,-20.806067438506943,9219.00000000064,Pooled
master,0.7073170731707317,123,87,0.4815304472938602,0.22578662587687148,1,0.0626244954764843,0.8752747811377048,0.8126502856612206,-4.6008057331259895,4.243546883352139,EqualWeight
master,0.7073170731707317,123,87,0.4686977908593145,0.23861928231141716,1,0.10416093841195107,0.8820592425763607,0.7778983041644096,-4.886622161908714,5.592961567657176,rMAP
midas_isakrd,0.629582806573957,791,498,0.5,0.12958280657395704,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-6.674561391812858,2.000000000000001,Uniform
midas_isakrd,0.629582806573957,791,498,0.42182200912174017,0.20776079745221687,0,0.411372896283865,0.4323057569563389,0.020932860672473907,-66.64860258502995,8551.000000004038,Pooled
midas_isakrd,0.629582806573957,791,498,0.48331162827058805,0.146271178303369,1,0.0626244954764843,0.8752748109400272,0.8126503154635429,-5.859416947179054,4.172471742641209,EqualWeight
midas_isakrd,0.629582806573957,791,498,0.47046986593053375,0.1591129406434233,1,0.10285313799977303,0.8834319300949574,0.7805787920951843,-6.3473020546662955,5.474813999210375,rMAP
perseus_dvrd,0.7492957746478873,355,266,0.5,0.24929577464788732,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.8749307308518155,2.000000000000001,Uniform
perseus_dvrd,0.7492957746478873,355,266,0.42717258261933905,0.3221231920285483,0,0.4169616065919399,0.4374142624437809,0.020452655851840973,-76.12495192002916,8987.000000001142,Pooled
perseus_dvrd,0.7492957746478873,355,266,0.48052274141971024,0.2687730332281771,1,0.0626244954764843,0.8752747662365437,0.8126502707600594,-6.156927869512428,4.295635193140197,EqualWeight
perseus_dvrd,0.7492957746478873,355,266,0.4671910844325986,0.2821046902152887,1,0.10539653524756432,0.880929421633482,0.7755328863859177,-6.283054094085946,5.70467829479928,rMAP
perseus_vrd,0.480225988700565,354,170,0.5,0.019774011299435013,1,0.02500000223517418,0.9749999977648258,0.9499999955296516,-5.872117789475624,2.000000000000001,Uniform
perseus_vrd,0.480225988700565,354,170,0.4378059635068981,0.04242002519366689,0,0.4275633580982685,0.448074784129858,0.020511426031589508,-4.417490147438002,8987.999999996275,Pooled
perseus_vrd,0.480225988700565,354,170,0.48679111150584475,0.006565122805279766,1,0.0626244954764843,0.8752748109400272,0.8126503154635429,-5.68564365559927,4.123637463132372,EqualWeight
perseus_vrd,0.480225988700565,354,170,0.47381717345864593,0.0064088152419190525,1,0.10316697135567665,0.8844406120479107,0.781273640692234,-5.209098997939689,5.438266078063102,rMAP
