method,trial_id,arm_idx,p_true,p_pred,p_lo,p_hi,se,ae,covered,crps,ci_width,theta_mean,theta_sd
rMAP,griffin_dvrd,21,0.6442307692307693,0.4624483009368397,0.08595837519412884,0.885355005485747,0.03304486577903351,0.18178246829392958,1,0.11006055512681265,0.7993966302916181,-0.18675370250566892,1.1266468581332765
rMAP,griffin_vrd,22,0.3009708737864077,0.470804015296156,0.09361611598119975,0.8839392861729357,0.028843295955070198,0.16983314150974832,1,0.09786690647520652,0.7903231701917359,-0.14925235730488493,1.107274913844684
rMAP,ifm2009_vrd_asct,23,0.6285714285714286,0.4724176379967272,0.08687589808731598,0.8804121103808409,0.02438400631084769,0.15615379057470136,1,0.09766169473056108,0.7935362122935249,-0.13856802447996905,1.1359823634859183
rMAP,ifm2009_vrd_noasct,24,0.4885714285714285,0.46853072391702466,0.08889740334508943,0.8885789215204112,0.0004016298430450433,0.02004070465440383,1,0.05765139549200182,0.7996815181753217,-0.15840196926936717,1.1271182044285115
rMAP,ifm201804_dakrd,25,0.62,0.4690214531996269,0.08549645543831587,0.8874972129801678,0.022794521593952448,0.1509785468003731,1,0.09506295399715062,0.802000757541852,-0.15737909868338373,1.114442928885726
rMAP,iskia_isakrd,26,0.7880794701986755,0.4686457758908605,0.08220874511875609,0.8627276732043504,0.10203788505913863,0.31943369430781504,1,0.2065379851159284,0.7805189280855943,-0.16462607163538562,1.1069721907763885
rMAP,iskia_krd,27,0.6291390728476821,0.46131616393587205,0.0941183648393665,0.8769031861451133,0.0281645287556217,0.16782290891181006,1,0.10239836460436075,0.7827848213057468,-0.19131930414561113,1.0890469035992878
rMAP,maia_drd,28,0.3206521739130434,0.4800531861162583,0.08529662943020117,0.8877787186785246,0.025408682691409466,0.1594010122032149,1,0.09465623427798817,0.8024820892483235,-0.11101470685719707,1.1476701411003118
rMAP,maia_rd,29,0.1111111111111111,0.47619490016678445,0.11292806510211754,0.8837738153759224,0.1332861730312474,0.36508378905567335,0,0.2497219638537858,0.7708457502738049,-0.10839911278632326,1.04591626212645
rMAP,manhattan,30,0.7073170731707317,0.4635145381597649,0.09025153210832254,0.8761701236788361,0.05943967607777368,0.24380253501096677,1,0.14907627821767971,0.7859185915705136,-0.1809771067066585,1.0804513314302675
rMAP,master,31,0.7073170731707317,0.4680768796768701,0.08598386595032127,0.8878026576782738,0.05723587018298031,0.23924019349386155,1,0.1471331725473654,0.8018187917279526,-0.15780816564121977,1.1147469057512343
rMAP,midas_isakrd,32,0.629582806573957,0.4628661324355335,0.07883719062484838,0.8685957341692881,0.027794449435777305,0.16671667413842356,1,0.10179007145623065,0.7897585435444398,-0.19120662155537413,1.1449498695138174
rMAP,perseus_dvrd,33,0.7492957746478873,0.46372821030087974,0.08606907924514068,0.8769875045478702,0.08154883380708232,0.2855675643470076,1,0.17961613216472733,0.7909184253027295,-0.1811386121287212,1.1156594766297478
rMAP,perseus_vrd,34,0.480225988700565,0.46507448672423946,0.08481740851360388,0.8717309691868932,0.0002295680121385965,0.015151501976325532,1,0.05929662429894547,0.7869135606732893,-0.1823547813114002,1.116315336285923
KG-PP,advance_dakrd,0,0.5878378378378378,0.46376865889375346,0.4516701192742071,0.4753774681914976,0.015393161163859227,0.12406917894408437,0,0.12063360679965235,0.02370734891729054,-0.14520156163067774,0.02450392626368592
KG-PP,advance_krd,1,0.3309352517985611,0.45375956854707494,0.44208633885046916,0.46565582107466286,0.01508581278473926,0.12282431674851385,0,0.11932751189819399,0.023569482224193694,-0.1855205275372035,0.0249255087023683
KG-PP,alcyone_dvmp,2,0.28,0.4375740980078338,0.4231344929492884,0.452680471883381,0.024829596362982407,0.15757409800783378,0,0.15328873726583384,0.02954597893409261,-0.2510724835018085,0.030788637356900874
KG-PP,alcyone_vmp,3,0.0702247191011236,0.43708234555493275,0.4209528408848863,0.45247382318639345,0.13458451808732258,0.36685762645380915,0,0.36242899887729085,0.03152098230150713,-0.253076174673039,0.032002831303551256
KG-PP,benefit_isard,4,0.2592592592592592,0.4453493308445868,0.4327327541729659,0.45823428799105625,0.034629514742632345,0.1860900715853276,0,0.18233338018980821,0.02550153381809034,-0.2195191028186801,0.026908203915322764
KG-PP,benefit_isavrd,5,0.5333333333333333,0.44399174266545943,0.4314914292989486,0.4565028878685298,0.007981919823065932,0.0893415906678739,0,0.08584458380102093,0.025011458569581202,-0.22501255138167453,0.025115277309191414
KG-PP,cassiopeia_dvtd,6,0.6390423572744015,0.45238022897298485,0.43936311384100035,0.46493057264894105,0.03484275014201453,0.18666212830141665,0,0.18292725494155584,0.0255674588079407,-0.19109202229034722,0.026667807280736
KG-PP,cassiopeia_vtd,7,0.4391143911439114,0.45341828571270143,0.4404450888246618,0.46575798862289264,0.0002046013998350616,0.014303894568790054,0,0.010699822623481693,0.025312899798230815,-0.18690077994194557,0.026179095223637604
KG-PP,cepheus_dvrd,8,0.6091370558375635,0.44205316726489663,0.42972955609533253,0.45432802452601,0.02791702582056336,0.16708388857266687,0,0.16366911935733275,0.024598468430677478,-0.23286872196364153,0.024639416140063753
KG-PP,cepheus_vrd,9,0.3888888888888889,0.43214556600084547,0.4205601994168136,0.44416611012160523,0.001871140114768068,0.043256677111956576,0,0.03989057564344933,0.02360591070479162,-0.2731425325243517,0.024253299288527642
KG-PP,derman_dakrd,10,0.6190476190476191,0.45079963636186926,0.4387883106927449,0.4625966679588858,0.028307383677824368,0.1682479826857498,0,0.16478635797831512,0.023808357266140945,-0.19747065473742978,0.024796424297992645
KG-PP,determination_vrd,11,0.3977591036414565,0.4425707439977995,0.43105249968345305,0.4540089352107386,0.0020080831114262284,0.044811640356343,0,0.04145468541968792,0.022956435527285546,-0.2307689591247696,0.024231710056958216
KG-PP,determination_vrd_asct,12,0.5452054794520548,0.4429946085590074,0.43147898519690864,0.45471298909269836,0.010447062128715198,0.10221087089304737,0,0.09884964993413574,0.023234003895789723,-0.22905057953322802,0.02416840887222141
KG-PP,elokrd,13,0.5777777777777777,0.43680673526869646,0.4233900291598749,0.45031239579882115,0.019872834826097197,0.14097104250908127,0,0.13716157103618648,0.02692236663894626,-0.2541795395001443,0.027441938199846857
KG-PP,endurance_krd,14,0.1026615969581749,0.46370687831423124,0.4513433431208084,0.47594725993750936,0.1303536951894739,0.36104528135605635,0,0.3574122212144964,0.024603916816700933,-0.14545255203004168,0.025817883037351604
KG-PP,endurance_vrd,15,0.0721062618595825,0.4620770300314169,0.44996569596957997,0.47407572883903226,0.15207720002853062,0.3899707681718344,0,0.3865085851655621,0.02411003286945229,-0.1520069204372238,0.02466615896646227
KG-PP,forte_krd12,16,0.5569620253164557,0.440449645405968,0.4283077628908956,0.45256679922690946,0.013575134672405814,0.11651237991048768,0,0.11301575418320356,0.02425903633601384,-0.23937519945664537,0.025188601203481268
KG-PP,forte_krd_asct,17,0.5822784810126582,0.44835152411396917,0.43574490695563106,0.4608790987260296,0.017936429784143317,0.13392695689868905,0,0.13038877465427276,0.02513419177039855,-0.2073666576364329,0.025363470623344996
KG-PP,gmmg_concept_isakrd,18,0.6767676767676768,0.4668944384065294,0.4544766350652257,0.47953767785211754,0.044046776180194994,0.2098732383611474,0,0.20633133119956482,0.025061042786891863,-0.13263730702133397,0.02525093317292515
KG-PP,gmmghd7_isavrd,19,0.5,0.4612714321846211,0.44994481201689246,0.473435075972089,0.0014999019650304042,0.03872856781537892,0,0.035334369197269636,0.023490263955196544,-0.1552479300535519,0.024292265994452705
KG-PP,gmmghd7_vrd,20,0.3606060606060606,0.4523313734278164,0.4407334532990962,0.463719744683646,0.008413533012248954,0.09172531282175578,0,0.08836834331998386,0.02298629138454983,-0.19128279323897981,0.023990177419083877
KG-PP,griffin_dvrd,21,0.6442307692307693,0.4613823186666057,0.44926539700121315,0.4737039226180762,0.03343355587371538,0.1828484505641636,0,0.17943378474051755,0.02443852561686305,-0.15480211414344702,0.024476296064634927
KG-PP,griffin_vrd,22,0.3009708737864077,0.4501845062183908,0.43823501769952444,0.461789496901993,0.02226470810354696,0.1492136324319831,0,0.14581732646421544,0.02355447920246856,-0.19995465108811472,0.024305854769373622
KG-PP,ifm2009_vrd_asct,23,0.6285714285714286,0.43906607293947136,0.42692597681815786,0.4514160476063278,0.03591227981319457,0.1895053556319572,0,0.18602538200845814,0.02449007078816995,-0.24499138832359124,0.025036671396035246
KG-PP,ifm2009_vrd_noasct,24,0.4885714285714285,0.4380462347493294,0.4265428200328124,0.4495452149972716,0.002552795210760679,0.05052519382209908,0,0.047177476166092476,0.023002394964459216,-0.2491310901507472,0.02409689320042397
KG-PP,ifm201804_dakrd,25,0.62,0.4660863807591048,0.45332705332290907,0.4783903410198328,0.023689402187831263,0.1539136192408952,0,0.1504135344109041,0.02506328769692373,-0.13588446987641986,0.025044314569278005
KG-PP,iskia_isakrd,26,0.7880794701986755,0.46059181711246866,0.4477975114437028,0.4726584431688583,0.10724816292391177,0.32748765308620686,0,0.3239118053112913,0.024860931725155522,-0.15798602038298964,0.025461882139154374
KG-PP,iskia_krd,27,0.6291390728476821,0.447546532103257,0.43535373844576486,0.4601103971684461,0.03297585085401569,0.1815925407444251,0,0.17810034025447327,0.024756658722681235,-0.21062155477131098,0.025041603743985747
KG-PP,maia_drd,28,0.3206521739130434,0.4493276878005579,0.4358462416148687,0.4630102380024146,0.01655738787421593,0.12867551388751447,0,0.12483967388974282,0.027163996387545908,-0.20342567994070845,0.02747049730658869
KG-PP,maia_rd,29,0.1111111111111111,0.4432118693503729,0.43005510735531877,0.4566232962753874,0.1102909136230926,0.3321007582392618,0,0.3283144356532068,0.026568188920068625,-0.22817895971067015,0.027260438060469485
KG-PP,manhattan,30,0.7073170731707317,0.4514440505186254,0.43922372709427054,0.46400391000925945,0.06547100372112528,0.25587302265210626,0,0.2523290580932027,0.024780182914988902,-0.19486898988376203,0.02534657574241254
KG-PP,master,31,0.7073170731707317,0.462868091139027,0.45036737369095226,0.47473338282831873,0.059755304816336674,0.24444898203170468,0,0.24091837041872846,0.024366009137366473,-0.14882511053512673,0.02512970427204082
KG-PP,midas_isakrd,32,0.629582806573957,0.4358416427412409,0.42346211072016754,0.4480733985850639,0.03753563856325537,0.19374116383271617,0,0.19015998904963094,0.02461128786489636,-0.25809872829226377,0.025792391371977245
KG-PP,perseus_dvrd,33,0.7492957746478873,0.44904234133434934,0.4361835089747484,0.46177046051943443,0.09015212421656721,0.300253433313538,0,0.29671005944428586,0.025586951544686043,-0.2045736840058994,0.02543110885102605
KG-PP,perseus_vrd,34,0.480225988700565,0.44647931488446724,0.43484873663001816,0.45786804265238484,0.0011388379936500975,0.03374667381609775,0,0.0304536065804005,0.02301930602236668,-0.21493593857765614,0.023653697414062553
KG-CAR,advance_dakrd,0,0.5878378378378378,0.4791294862920147,0.08558923598739018,0.8726713145931649,0.01181750569581027,0.10870835154582315,1,0.0732029363984104,0.7870820786057747,-0.11943030039916368,1.106710564033533
KG-CAR,advance_krd,1,0.3309352517985611,0.4849163519196725,0.099822742745788,0.8860789586638212,0.023710179194507727,0.15398110012111138,1,0.09140941480644842,0.7862562159180333,-0.07553169211236024,1.1078665593970125
KG-CAR,alcyone_dvmp,2,0.28,0.4732553598969978,0.09842100993689074,0.8804280162061561,0.03734763412891813,0.19325535989699777,1,0.10896182772175016,0.7820070062692653,-0.1243088229804817,1.0973605086794842
KG-CAR,alcyone_vmp,3,0.0702247191011236,0.46805703623486405,0.10066311301828862,0.8831343489667778,0.15827055255600103,0.39783231713374045,0,0.2805119100509347,0.7824712359484891,-0.1500066838734235,1.0682762552225578
KG-CAR,benefit_isard,4,0.2592592592592592,0.48065202971082954,0.10857056981669819,0.8758254923828404,0.049014758808221724,0.22139277045157035,1,0.12819538675504982,0.7672549225661421,-0.09250636039857792,1.047301003164157
KG-CAR,benefit_isavrd,5,0.5333333333333333,0.4698740248215768,0.09669002968114422,0.8919688571608088,0.004027083836790293,0.06345930851175652,1,0.06234110829749506,0.7952788274796645,-0.14025057948794148,1.108327811528094
KG-CAR,cassiopeia_dvtd,6,0.6390423572744015,0.48589673569536046,0.10208358330541044,0.8917404464113625,0.023453581408830842,0.15314562157904105,1,0.09378669338466741,0.7896568631059521,-0.06636002539172399,1.1008997158120717
KG-CAR,cassiopeia_vtd,7,0.4391143911439114,0.48455339916813095,0.10529101589238088,0.8955995660255706,0.002064703450225091,0.045439008024219574,1,0.05931096265230773,0.7903085501331897,-0.06869749918528462,1.1521997405586155
KG-CAR,cepheus_dvrd,8,0.6091370558375635,0.4746294858644541,0.09321905809435856,0.8735896848378075,0.018092286380070925,0.13450756997310942,1,0.08444707290340507,0.7803706267434489,-0.13096819727672987,1.0784604448932815
KG-CAR,cepheus_vrd,9,0.3888888888888889,0.46155547364472477,0.08806711960640519,0.8855904476450513,0.005280432540077078,0.07266658475583587,1,0.062461960566697644,0.7975233280386461,-0.18616497860002298,1.1146252215329573
KG-CAR,derman_dakrd,10,0.6190476190476191,0.4796769213537675,0.08377397887510456,0.8855130495352264,0.019424191375670963,0.13937069769385158,1,0.08660030026929186,0.8017390706601218,-0.1113875425764859,1.121917586179634
KG-CAR,determination_vrd,11,0.3977591036414565,0.47633897997921526,0.09793870594502753,0.8796651851849976,0.006174796965257459,0.07857987633775876,1,0.06423373937142114,0.7817264792399701,-0.11928281270738193,1.0864864860603904
KG-CAR,determination_vrd_asct,12,0.5452054794520548,0.465852502110737,0.09492373119878057,0.878221699102111,0.006296895012931696,0.0793529773413178,1,0.06707239013890202,0.7832979679033304,-0.16285274039864772,1.0772025676567625
KG-CAR,elokrd,13,0.5777777777777777,0.46944228465561233,0.08838857007714189,0.8773338750864393,0.011736579070022745,0.1083354931221654,1,0.07835578831191273,0.7889453050092975,-0.15238484788073028,1.15316555952521
KG-CAR,endurance_krd,14,0.1026615969581749,0.4980217236054901,0.11921575736450876,0.8951213536488474,0.15630962974258109,0.3953601266473152,0,0.2778318620623025,0.7759055962843386,-0.0038594212811766332,1.0642859985090414
KG-CAR,endurance_vrd,15,0.0721062618595825,0.48436946179333834,0.10520679327981124,0.87460661586185,0.16996094601961992,0.4122631999337558,0,0.30030060309955725,0.7693998225820388,-0.07936578741103985,1.0127720665432662
KG-CAR,forte_krd12,16,0.5569620253164557,0.47332971663934376,0.09082370874253498,0.8900509609048676,0.006994363054663728,0.08363230867711191,1,0.06861621302633071,0.7992272521623326,-0.12740094793137166,1.1288811990236454
KG-CAR,forte_krd_asct,17,0.5822784810126582,0.48136607720065105,0.09905245814954558,0.8760675439429292,0.010183313243117598,0.10091240381200717,1,0.07064893063718652,0.7770150857933836,-0.09545711454286737,1.0794729039173003
KG-CAR,gmmg_concept_isakrd,18,0.6767676767676768,0.4896242844612453,0.10524735339658946,0.8868284183213525,0.03502264928395893,0.1871433923064315,1,0.10981510179001575,0.7815810649247631,-0.05545309559151949,1.1105195540259172
KG-CAR,gmmghd7_isavrd,19,0.5,0.4833692122155679,0.0936520404985854,0.8683354609111602,0.0002765831023308163,0.01663078778443211,1,0.05527617338602604,0.7746834204125748,-0.0825340717974016,1.085051682784498
KG-CAR,gmmghd7_vrd,20,0.3606060606060606,0.476781178647505,0.08608883854990647,0.8673348421100651,0.013496658051943547,0.11617511804144443,1,0.07591467773050857,0.7812460035601586,-0.12153911282777775,1.1037660492194
KG-CAR,griffin_dvrd,21,0.6442307692307693,0.4777432519140414,0.09337846690821498,0.8874103085560836,0.02771809342228777,0.1664875173167279,1,0.10027432990445946,0.7940318416478687,-0.11181504910988671,1.1046703817615062
KG-CAR,griffin_vrd,22,0.3009708737864077,0.47863492404012264,0.10060137976133816,0.885057310764038,0.031564514752554555,0.17766405025371496,1,0.10282719218910798,0.7844559310026998,-0.1106598440004616,1.0850458720059706
KG-CAR,ifm2009_vrd_asct,23,0.6285714285714286,0.4777097986700218,0.09456409580650427,0.8779611183456887,0.022759231376509034,0.15086162990140678,1,0.09422722042110154,0.7833970225391844,-0.1114924322091812,1.1119207158880746
KG-CAR,ifm2009_vrd_noasct,24,0.4885714285714285,0.4676980447778334,0.09286384896237164,0.8853959650061859,0.0004356981509947186,0.0208733837935951,1,0.05638561554556576,0.7925321160438142,-0.161328902161189,1.1052023067013672
KG-CAR,ifm201804_dakrd,25,0.62,0.49019131023036266,0.09729356147231329,0.891235088183457,0.016850295939709947,0.12980868976963733,1,0.08351503233437314,0.7939415267111437,-0.054899726930810376,1.093664398665744
KG-CAR,iskia_isakrd,26,0.7880794701986755,0.4850010579428739,0.09387786282280278,0.8653701757160175,0.09185652397549764,0.3030784122558016,1,0.19249559890408857,0.7714923128932147,-0.08583267191054285,1.0873226570635293
KG-CAR,iskia_krd,27,0.6291390728476821,0.4713053914486412,0.0988595612076454,0.87619555155415,0.024911470983973952,0.15783368139904091,1,0.09605946503361532,0.7773359903465046,-0.14213354976298792,1.067278387913814
KG-CAR,maia_drd,28,0.3206521739130434,0.4842697773878291,0.09067845205723217,0.8854796224635956,0.02677072016683221,0.1636176034747857,1,0.09680407314321388,0.7948011704063634,-0.09010403142221332,1.1311082626455866
KG-CAR,maia_rd,29,0.1111111111111111,0.47208319216377514,0.11420510056569445,0.879014486476481,0.13030084329949107,0.36097208105266404,0,0.24719045917533888,0.7648093859107865,-0.12686810841419818,1.0315502851147438
KG-CAR,manhattan,30,0.7073170731707317,0.47323217803923245,0.09573651574516007,0.8759217613624738,0.054795738128724986,0.23408489513149922,1,0.14157960519228427,0.7801852456173137,-0.13376975158334517,1.0603175460071301
KG-CAR,master,31,0.7073170731707317,0.4887523321951605,0.09998032002154697,0.8905016173827558,0.047770545997718517,0.21856474097557116,1,0.1312252101949304,0.7905212973612088,-0.05851506330776158,1.0949515694975278
KG-CAR,midas_isakrd,32,0.629582806573957,0.48192358617112824,0.0884552354758887,0.8732567858995417,0.021803245369971174,0.1476592204028288,1,0.09053331495069426,0.784801550423653,-0.09758017710852891,1.124997672197702
KG-CAR,perseus_dvrd,33,0.7492957746478873,0.4818025203225618,0.09170253641327013,0.8789339679243579,0.07155264110955327,0.2674932543253255,1,0.164717015822764,0.7872314315110878,-0.09294861371027648,1.093397527548784
KG-CAR,perseus_vrd,34,0.480225988700565,0.46993257355920276,0.09212767639659522,0.8680975213753634,0.00010595439527242517,0.010293415141362228,1,0.05777208015269478,0.7759698449787682,-0.1576647931494673,1.0943019384335677
