true_pC,delta,kg_rate,rm_rate,diff,kg_rate_std,threshold,n_C,power_k,top_m
0.7,0.15,0.7072914285714285,0.7258,-0.01850857142857154,0.037162234066540276,0.9,25,1,10
0.7,0.2,0.8895457142857143,0.8961,-0.006554285714285735,0.020809068666701794,0.9,25,1,10
0.75,0.0,0.15393714285714286,0.1677,-0.013762857142857132,0.02410755762606153,0.9,25,1,10
0.75,0.05,0.30915714285714285,0.3286,-0.01944285714285715,0.036844765363534045,0.9,25,1,10
0.75,0.1,0.5443942857142858,0.5617,-0.017305714285714147,0.04258886469393577,0.9,25,1,10
0.75,0.15,0.7907628571428571,0.7955,-0.004737142857142884,0.030072959716703124,0.9,25,1,10
0.75,0.2,0.9548485714285714,0.9547,0.00014857142857138683,0.004557152709348984,0.9,25,1,10
0.8,0.0,0.17345999999999998,0.1843,-0.010840000000000016,0.02595326789222726,0.9,25,1,10
0.8,0.05,0.3615885714285714,0.3732,-0.01161142857142855,0.040078556941718996,0.9,25,1,10
0.8,0.1,0.6395228571428572,0.6397,-0.0001771428571428757,0.03411216863495478,0.9,25,1,10
0.8,0.15,0.8963685714285715,0.8957,0.0006685714285714628,0.005675399113898575,0.9,25,1,10
0.8,0.2,0.9971742857142855,0.9968,0.00037428571428543833,0.0021616584713915485,0.9,25,1,10
0.85,0.0,0.19762857142857143,0.1981,-0.0004714285714285671,0.028299455536696626,0.9,25,1,10
0.85,0.05,0.4401942857142857,0.436,0.004194285714285706,0.03179297265441031,0.9,25,1,10
0.85,0.1,0.7774142857142857,0.7806,-0.003185714285714236,0.0033550084400270994,0.9,25,1,10
0.85,0.15,0.9860057142857143,0.9819,0.004105714285714268,0.010186067315060264,0.9,25,1,10
0.85,0.2,0.9870085714285716,0.9822,0.004808571428571606,0.009428054531285764,0.9,25,1,10
